event_id,male_id,female_id,male_age,female_age,age_gap,same_race,same_field,shared_interests,attr_of_female,sinc_of_female,intel_of_female,fun_of_female,amb_of_female,attr_of_male,sinc_of_male,intel_of_male,fun_of_male,amb_of_male,male_pref_attr,male_pref_intel,female_pref_attr,female_pref_intel,male_self_attr,female_self_attr,male_goes_out,female_goes_out,male_decision,female_decision,match
74,P01551,P01556,27,34,7,0,0,7.0,4.1,7.7,6.2,7.6,4.4,9.1,4.3,5.5,3.8,4.6,34.5,12.6,26.0,11.8,9.0,8.3,often,very_often,0,1,0
74,P01551,P01557,27,25,2,0,0,7.2,3.0,5.6,5.9,4.4,4.2,8.3,3.3,6.6,2.6,2.3,34.5,12.6,25.6,28.6,9.0,3.8,often,rarely,1,0,0
74,P01551,P01558,27,20,7,0,0,5.5,7.0,5.4,9.5,7.7,7.5,9.1,4.9,2.9,4.9,2.6,34.5,12.6,20.1,24.5,9.0,6.4,often,often,1,1,1
74,P01551,P01559,27,37,10,0,0,8.2,6.6,4.9,6.4,5.6,4.8,10.0,4.6,5.0,3.4,3.3,34.5,12.6,25.0,11.4,9.0,7.4,often,often,0,0,0
74,P01551,P01560,27,34,7,0,0,6.7,6.1,1.3,4.8,7.4,7.9,7.5,2.5,5.0,3.9,2.9,34.5,12.6,14.1,28.0,9.0,5.6,often,sometimes,1,1,1
74,P01551,P01561,27,30,3,0,1,0.9,4.9,9.5,4.7,8.3,6.1,8.8,5.8,4.9,3.0,2.5,34.5,12.6,19.8,13.6,9.0,4.4,often,sometimes,0,0,0
74,P01551,P01562,27,26,1,0,0,1.5,7.9,6.1,2.2,7.0,4.8,9.9,4.6,6.2,4.1,3.6,34.5,12.6,20.3,11.5,9.0,8.5,often,rarely,0,0,0
74,P01551,P01563,27,26,1,0,1,1.4,4.1,7.5,3.6,8.9,6.7,9.2,4.0,6.3,3.5,2.7,34.5,12.6,30.8,16.1,9.0,4.3,often,sometimes,1,1,1
74,P01551,P01564,27,25,2,0,0,6.6,5.4,4.1,4.8,7.9,8.2,9.1,2.7,3.1,2.0,2.9,34.5,12.6,22.7,20.2,9.0,6.2,often,rarely,1,0,0
74,P01551,P01565,27,30,3,0,0,7.3,6.4,7.2,8.1,6.5,4.6,8.5,4.4,5.5,1.8,1.0,34.5,12.6,28.6,15.0,9.0,6.0,often,rarely,1,0,0
74,P01551,P01566,27,26,1,0,0,1.5,7.7,5.1,6.2,6.9,10.0,10.0,3.2,3.9,3.6,2.0,34.5,12.6,22.4,16.9,9.0,7.7,often,rarely,1,1,1
74,P01551,P01567,27,20,7,0,0,5.2,4.1,1.0,7.9,3.2,3.8,7.6,3.8,5.2,2.4,3.6,34.5,12.6,34.6,14.6,9.0,3.4,often,often,0,1,0
74,P01552,P01556,27,34,7,0,0,6.2,6.9,8.7,8.9,6.4,4.3,5.7,5.8,10.0,5.1,9.4,31.3,14.9,26.0,11.8,3.7,8.3,often,very_often,1,0,0
74,P01552,P01557,27,25,2,0,1,7.2,2.9,5.8,7.5,6.8,4.1,3.8,6.0,9.7,5.3,9.1,31.3,14.9,25.6,28.6,3.7,3.8,often,rarely,0,1,0
74,P01552,P01558,27,20,7,0,0,5.9,7.2,4.9,7.8,10.0,6.1,2.6,7.0,10.0,6.4,8.8,31.3,14.9,20.1,24.5,3.7,6.4,often,often,0,0,0
74,P01552,P01559,27,37,10,1,1,8.4,7.2,2.5,5.3,3.8,4.0,5.3,7.0,8.9,4.9,7.6,31.3,14.9,25.0,11.4,3.7,7.4,often,often,1,1,1
74,P01552,P01560,27,34,7,1,0,8.1,6.6,4.1,3.1,4.7,6.6,5.9,7.6,9.1,6.7,9.0,31.3,14.9,14.1,28.0,3.7,5.6,often,sometimes,1,1,1
74,P01552,P01561,27,30,3,1,0,4.7,6.1,8.3,4.3,9.4,10.0,5.5,7.2,9.9,6.5,8.0,31.3,14.9,19.8,13.6,3.7,4.4,often,sometimes,1,1,1
74,P01552,P01562,27,26,1,1,1,6.1,7.0,6.1,3.4,8.1,8.0,4.3,5.9,10.0,8.1,6.9,31.3,14.9,20.3,11.5,3.7,8.5,often,rarely,1,0,0
74,P01552,P01563,27,26,1,0,0,4.5,4.6,6.4,2.6,5.9,7.0,4.3,7.7,8.5,5.7,7.3,31.3,14.9,30.8,16.1,3.7,4.3,often,sometimes,0,1,0
74,P01552,P01564,27,25,2,1,0,3.3,5.4,3.5,6.1,7.3,8.5,4.5,6.8,7.8,4.5,7.1,31.3,14.9,22.7,20.2,3.7,6.2,often,rarely,0,1,0
74,P01552,P01565,27,30,3,0,0,3.6,5.2,8.4,7.6,5.8,6.4,7.1,7.3,9.2,4.7,9.0,31.3,14.9,28.6,15.0,3.7,6.0,often,rarely,0,1,0
74,P01552,P01566,27,26,1,0,0,5.9,6.8,6.3,6.9,6.1,9.3,4.9,7.7,8.4,5.6,8.3,31.3,14.9,22.4,16.9,3.7,7.7,often,rarely,0,0,0
74,P01552,P01567,27,20,7,0,0,5.6,7.4,1.0,8.7,2.3,4.4,4.0,6.3,10.0,4.7,7.8,31.3,14.9,34.6,14.6,3.7,3.4,often,often,0,0,0
74,P01553,P01556,29,34,5,0,0,8.9,5.5,7.1,6.9,4.4,6.8,3.2,5.7,7.1,3.3,5.3,44.0,17.6,26.0,11.8,2.7,8.3,sometimes,very_often,0,0,0
74,P01553,P01557,29,25,4,0,1,3.0,2.3,5.3,8.1,6.1,4.4,2.9,3.8,4.8,6.4,6.1,44.0,17.6,25.6,28.6,2.7,3.8,sometimes,rarely,0,1,0
74,P01553,P01558,29,20,9,0,0,0.6,4.5,7.0,8.6,7.4,5.3,3.6,4.8,4.3,5.0,4.5,44.0,17.6,20.1,24.5,2.7,6.4,sometimes,often,1,0,0
74,P01553,P01559,29,37,8,1,1,3.7,8.5,3.7,8.7,7.3,5.5,3.7,6.0,5.2,2.7,6.2,44.0,17.6,25.0,11.4,2.7,7.4,sometimes,often,0,0,0
74,P01553,P01560,29,34,5,1,0,4.9,6.6,3.2,4.8,6.7,6.9,1.5,4.8,7.3,5.9,6.9,44.0,17.6,14.1,28.0,2.7,5.6,sometimes,sometimes,1,1,1
74,P01553,P01561,29,30,1,1,0,4.3,4.7,9.8,3.8,7.9,8.7,1.0,4.9,6.3,4.4,5.6,44.0,17.6,19.8,13.6,2.7,4.4,sometimes,sometimes,1,0,0
74,P01553,P01562,29,26,3,1,1,4.2,7.9,7.7,4.6,5.7,4.9,2.7,5.7,3.1,3.7,5.5,44.0,17.6,20.3,11.5,2.7,8.5,sometimes,rarely,1,0,0
74,P01553,P01563,29,26,3,0,0,3.8,4.0,8.6,5.1,7.6,6.7,1.0,6.0,4.2,4.4,6.5,44.0,17.6,30.8,16.1,2.7,4.3,sometimes,sometimes,0,0,0
74,P01553,P01564,29,25,4,1,0,7.8,4.7,3.0,5.3,8.5,6.2,3.5,4.7,6.7,5.8,7.1,44.0,17.6,22.7,20.2,2.7,6.2,sometimes,rarely,0,0,0
74,P01553,P01565,29,30,1,0,0,3.1,5.1,6.7,6.7,5.8,8.4,2.8,4.5,3.8,4.7,6.7,44.0,17.6,28.6,15.0,2.7,6.0,sometimes,rarely,1,0,0
74,P01553,P01566,29,26,3,0,0,5.5,6.9,4.2,6.5,6.3,9.0,2.7,4.4,6.4,6.6,7.0,44.0,17.6,22.4,16.9,2.7,7.7,sometimes,rarely,0,0,0
74,P01553,P01567,29,20,9,0,0,9.3,8.8,1.6,9.9,1.6,4.0,3.5,5.2,4.2,5.3,4.8,44.0,17.6,34.6,14.6,2.7,3.4,sometimes,often,1,1,1
74,P01554,P01556,28,34,6,0,0,6.0,5.0,8.5,6.4,5.7,3.4,8.6,5.2,9.5,8.9,4.9,13.9,36.1,26.0,11.8,8.7,8.3,sometimes,very_often,0,0,0
74,P01554,P01557,28,25,3,0,0,3.7,3.9,8.6,4.9,5.2,4.2,8.4,6.6,7.8,7.5,5.1,13.9,36.1,25.6,28.6,8.7,3.8,sometimes,rarely,0,0,0
74,P01554,P01558,28,20,8,0,1,6.2,6.3,5.8,8.2,9.7,7.3,9.8,6.9,9.3,6.4,4.4,13.9,36.1,20.1,24.5,8.7,6.4,sometimes,often,0,1,0
74,P01554,P01559,28,37,9,1,0,7.1,6.9,4.3,6.3,6.0,4.8,7.3,7.2,6.5,6.8,7.7,13.9,36.1,25.0,11.4,8.7,7.4,sometimes,often,1,1,1
74,P01554,P01560,28,34,6,1,0,5.8,7.0,3.3,4.3,6.5,9.0,7.2,5.9,7.4,7.5,6.4,13.9,36.1,14.1,28.0,8.7,5.6,sometimes,sometimes,0,1,0
74,P01554,P01561,28,30,2,1,0,3.7,4.9,10.0,2.2,8.2,6.4,8.2,6.8,8.9,7.6,5.8,13.9,36.1,19.8,13.6,8.7,4.4,sometimes,sometimes,0,1,0
74,P01554,P01562,28,26,2,1,0,6.9,8.3,6.6,3.5,5.4,6.6,9.1,4.5,9.4,6.1,3.8,13.9,36.1,20.3,11.5,8.7,8.5,sometimes,rarely,0,0,0
74,P01554,P01563,28,26,2,0,0,2.0,6.4,7.0,3.6,8.3,7.6,8.8,7.4,8.6,8.8,4.3,13.9,36.1,30.8,16.1,8.7,4.3,sometimes,sometimes,1,1,1
74,P01554,P01564,28,25,3,1,0,7.2,6.6,2.9,5.9,7.6,6.9,9.4,5.8,7.9,8.2,5.9,13.9,36.1,22.7,20.2,8.7,6.2,sometimes,rarely,1,0,0
74,P01554,P01565,28,30,2,0,0,7.4,5.8,7.4,6.3,6.8,6.9,10.0,5.7,7.6,6.6,4.2,13.9,36.1,28.6,15.0,8.7,6.0,sometimes,rarely,1,1,1
74,P01554,P01566,28,26,2,0,0,3.8,6.3,6.1,7.8,6.1,8.5,9.8,6.1,8.4,7.8,5.0,13.9,36.1,22.4,16.9,8.7,7.7,sometimes,rarely,0,0,0
74,P01554,P01567,28,20,8,0,1,3.5,7.8,1.8,8.4,1.9,4.3,6.3,7.6,8.2,9.5,3.3,13.9,36.1,34.6,14.6,8.7,3.4,sometimes,often,0,0,0
74,P01555,P01556,31,34,3,0,0,2.3,5.8,6.1,8.2,6.2,5.3,3.0,9.4,4.1,7.8,4.6,25.1,25.0,26.0,11.8,3.9,8.3,often,very_often,0,1,0
74,P01555,P01557,31,25,6,1,0,2.3,3.1,6.6,5.8,5.0,4.0,5.8,9.5,5.1,8.0,3.4,25.1,25.0,25.6,28.6,3.9,3.8,often,rarely,0,1,0
74,P01555,P01558,31,20,11,0,1,10.0,6.5,6.4,10.0,8.4,6.2,3.3,8.7,3.5,6.4,3.2,25.1,25.0,20.1,24.5,3.9,6.4,often,often,0,0,0
74,P01555,P01559,31,37,6,0,0,4.4,5.4,3.6,4.1,6.5,5.5,5.0,9.9,5.2,6.8,1.1,25.1,25.0,25.0,11.4,3.9,7.4,often,often,0,1,0
74,P01555,P01560,31,34,3,0,0,9.0,6.1,4.0,3.4,4.1,7.3,2.8,10.0,5.0,7.1,2.2,25.1,25.0,14.1,28.0,3.9,5.6,often,sometimes,1,0,0
74,P01555,P01561,31,30,1,0,0,6.8,6.8,10.0,4.4,8.1,9.1,4.1,9.3,6.4,9.3,4.6,25.1,25.0,19.8,13.6,3.9,4.4,often,sometimes,1,1,1
74,P01555,P01562,31,26,5,0,0,6.9,7.2,5.6,4.6,7.6,3.2,4.7,9.3,6.9,7.5,3.3,25.1,25.0,20.3,11.5,3.9,8.5,often,rarely,1,0,0
74,P01555,P01563,31,26,5,0,0,3.1,6.2,9.6,6.0,6.8,6.4,2.4,7.5,6.0,6.6,4.7,25.1,25.0,30.8,16.1,3.9,4.3,often,sometimes,1,0,0
74,P01555,P01564,31,25,6,0,0,5.3,4.6,4.2,4.9,7.3,7.4,4.0,10.0,6.6,7.3,4.7,25.1,25.0,22.7,20.2,3.9,6.2,often,rarely,0,0,0
74,P01555,P01565,31,30,1,0,0,5.4,6.4,5.0,8.0,5.4,7.1,2.5,9.0,3.8,5.8,5.0,25.1,25.0,28.6,15.0,3.9,6.0,often,rarely,1,0,0
74,P01555,P01566,31,26,5,1,0,7.1,7.2,8.5,7.6,7.4,9.2,4.0,10.0,4.3,7.0,5.5,25.1,25.0,22.4,16.9,3.9,7.7,often,rarely,1,1,1
74,P01555,P01567,31,20,11,1,1,6.3,7.0,1.0,5.0,3.3,4.6,2.3,8.8,6.2,5.8,2.5,25.1,25.0,34.6,14.6,3.9,3.4,often,often,0,0,0
75,P01568,P01577,33,35,2,0,0,7.5,6.1,6.8,5.1,7.1,7.1,7.5,4.6,6.0,8.7,8.3,46.2,6.2,9.3,26.0,5.9,5.5,sometimes,often,1,0,0
75,P01568,P01578,33,22,11,0,0,7.7,5.9,5.1,8.7,9.4,4.8,8.1,4.0,5.3,5.9,8.8,46.2,6.2,16.7,24.1,5.9,4.7,sometimes,rarely,0,1,0
75,P01568,P01579,33,19,14,0,0,3.6,6.9,6.9,4.8,6.3,5.1,6.9,5.0,4.7,7.3,7.5,46.2,6.2,21.8,17.8,5.9,8.0,sometimes,sometimes,1,0,0
75,P01568,P01580,33,26,7,0,0,5.0,8.6,4.2,3.7,2.0,3.0,6.4,5.8,7.5,4.8,10.0,46.2,6.2,23.5,19.7,5.9,7.6,sometimes,sometimes,0,1,0
75,P01568,P01581,33,26,7,0,0,4.6,6.0,8.8,6.1,6.9,7.2,8.3,4.2,6.8,7.7,9.9,46.2,6.2,33.4,18.0,5.9,4.3,sometimes,sometimes,1,0,0
75,P01568,P01582,33,32,1,0,0,3.9,8.8,6.8,6.5,8.1,3.2,7.5,6.5,5.9,6.2,8.1,46.2,6.2,20.6,27.5,5.9,8.8,sometimes,very_often,0,1,0
75,P01568,P01583,33,22,11,0,0,1.3,8.9,6.7,6.5,1.9,8.5,7.4,6.2,4.3,7.1,8.9,46.2,6.2,19.2,26.5,5.9,5.7,sometimes,often,1,0,0
75,P01568,P01584,33,26,7,0,0,6.4,2.9,6.5,5.7,6.8,9.1,6.0,5.7,3.6,6.0,9.1,46.2,6.2,20.2,17.3,5.9,1.0,sometimes,sometimes,1,1,1
75,P01568,P01585,33,29,4,0,0,2.2,4.8,5.9,6.6,5.2,3.3,7.6,5.7,6.4,7.0,10.0,46.2,6.2,21.3,23.9,5.9,5.0,sometimes,very_often,0,1,0
75,P01569,P01577,33,35,2,1,1,4.8,6.9,7.3,2.9,6.4,8.3,10.0,5.9,8.8,9.0,4.9,11.2,16.2,9.3,26.0,8.3,5.5,very_often,often,1,1,1
75,P01569,P01578,33,22,11,1,0,4.6,4.9,3.0,7.6,9.4,3.7,9.8,5.2,9.3,8.6,5.9,11.2,16.2,16.7,24.1,8.3,4.7,very_often,rarely,0,0,0
75,P01569,P01579,33,19,14,0,0,2.5,6.2,7.1,4.2,7.3,5.1,9.7,6.9,7.4,7.2,5.2,11.2,16.2,21.8,17.8,8.3,8.0,very_often,sometimes,0,0,0
75,P01569,P01580,33,26,7,1,0,7.4,9.9,5.1,5.5,3.3,4.7,7.0,6.4,10.0,8.4,3.6,11.2,16.2,23.5,19.7,8.3,7.6,very_often,sometimes,1,1,1
75,P01569,P01581,33,26,7,0,1,5.7,6.5,8.2,5.0,6.0,4.5,7.9,5.2,9.3,9.4,6.2,11.2,16.2,33.4,18.0,8.3,4.3,very_often,sometimes,0,1,0
75,P01569,P01582,33,32,1,0,0,2.7,8.0,6.0,8.0,6.4,6.3,9.8,5.1,9.2,7.5,4.4,11.2,16.2,20.6,27.5,8.3,8.8,very_often,very_often,0,0,0
75,P01569,P01583,33,22,11,1,0,5.4,5.4,5.8,7.8,2.9,6.3,8.4,7.6,7.4,6.9,8.0,11.2,16.2,19.2,26.5,8.3,5.7,very_often,often,1,0,0
75,P01569,P01584,33,26,7,0,0,5.5,4.1,5.3,5.4,9.0,10.0,8.8,5.8,7.4,7.9,4.0,11.2,16.2,20.2,17.3,8.3,1.0,very_often,sometimes,1,1,1
75,P01569,P01585,33,29,4,0,0,5.5,3.8,6.4,6.1,5.1,1.4,8.2,5.7,8.0,7.4,6.1,11.2,16.2,21.3,23.9,8.3,5.0,very_often,very_often,0,1,0
75,P01570,P01577,22,35,13,1,0,2.6,7.6,7.8,4.1,5.2,6.8,5.1,4.9,3.4,4.9,9.4,27.2,11.7,9.3,26.0,9.6,5.5,often,often,0,0,0
75,P01570,P01578,22,22,0,1,0,7.3,5.9,3.1,6.7,10.0,5.7,5.5,6.5,5.0,5.6,9.4,27.2,11.7,16.7,24.1,9.6,4.7,often,rarely,0,0,0
75,P01570,P01579,22,19,3,0,0,2.9,8.4,6.4,7.6,5.3,4.4,7.1,8.0,2.0,3.3,7.4,27.2,11.7,21.8,17.8,9.6,8.0,often,sometimes,0,1,0
75,P01570,P01580,22,26,4,1,0,7.7,7.6,4.0,3.0,2.3,1.2,6.0,3.6,5.1,5.9,9.1,27.2,11.7,23.5,19.7,9.6,7.6,often,sometimes,1,1,1
75,P01570,P01581,22,26,4,0,0,2.7,6.4,8.8,1.5,5.2,5.8,6.0,6.7,3.7,4.4,6.9,27.2,11.7,33.4,18.0,9.6,4.3,often,sometimes,0,0,0
75,P01570,P01582,22,32,10,0,0,7.5,8.5,5.2,5.9,10.0,6.0,7.9,5.0,3.5,4.3,10.0,27.2,11.7,20.6,27.5,9.6,8.8,often,very_often,0,0,0
75,P01570,P01583,22,22,0,1,0,3.8,6.4,6.9,8.4,1.8,5.2,6.4,7.5,2.6,6.3,6.8,27.2,11.7,19.2,26.5,9.6,5.7,often,often,0,0,0
75,P01570,P01584,22,26,4,0,0,1.3,3.6,5.5,7.2,4.1,8.7,4.2,7.9,4.6,4.2,8.0,27.2,11.7,20.2,17.3,9.6,1.0,often,sometimes,0,0,0
75,P01570,P01585,22,29,7,0,0,6.2,8.6,5.9,3.8,6.9,3.8,6.4,5.3,3.1,5.0,7.6,27.2,11.7,21.3,23.9,9.6,5.0,often,very_often,0,0,0
75,P01571,P01577,23,35,12,0,0,7.8,6.7,8.5,5.4,6.4,5.3,4.3,5.8,7.8,6.5,8.1,16.9,27.3,9.3,26.0,6.9,5.5,often,often,1,1,1
75,P01571,P01578,23,22,1,0,1,6.4,5.0,2.1,8.3,10.0,4.4,4.6,5.1,8.7,6.4,10.0,16.9,27.3,16.7,24.1,6.9,4.7,often,rarely,0,0,0
75,P01571,P01579,23,19,4,0,0,7.2,7.2,6.3,5.9,5.3,5.5,6.0,5.7,10.0,4.8,10.0,16.9,27.3,21.8,17.8,6.9,8.0,often,sometimes,0,1,0
75,P01571,P01580,23,26,3,0,0,4.4,7.6,4.2,4.2,4.6,4.3,5.2,6.4,8.0,5.9,10.0,16.9,27.3,23.5,19.7,6.9,7.6,often,sometimes,0,1,0
75,P01571,P01581,23,26,3,0,0,7.6,8.6,7.8,5.4,5.4,5.3,4.3,5.4,8.7,7.3,9.8,16.9,27.3,33.4,18.0,6.9,4.3,often,sometimes,1,1,1
75,P01571,P01582,23,32,9,0,0,1.5,8.6,4.5,7.9,8.2,5.6,5.3,6.4,8.4,7.3,9.7,16.9,27.3,20.6,27.5,6.9,8.8,often,very_often,1,1,1
75,P01571,P01583,23,22,1,0,0,6.3,5.2,8.4,7.1,3.6,6.7,4.7,5.1,8.0,7.6,10.0,16.9,27.3,19.2,26.5,6.9,5.7,often,often,0,1,0
75,P01571,P01584,23,26,3,0,0,7.6,5.8,5.4,8.0,5.7,7.5,6.3,5.9,8.3,4.3,9.6,16.9,27.3,20.2,17.3,6.9,1.0,often,sometimes,1,0,0
75,P01571,P01585,23,29,6,0,0,8.6,4.3,7.7,7.1,5.2,4.0,4.0,6.9,6.1,5.9,10.0,16.9,27.3,21.3,23.9,6.9,5.0,often,very_often,1,1,1
75,P01572,P01577,21,35,14,0,0,2.3,6.1,9.3,4.9,7.0,6.6,8.6,10.0,4.2,8.7,6.9,38.6,11.7,9.3,26.0,7.2,5.5,often,often,0,0,0
75,P01572,P01578,21,22,1,0,0,5.5,5.4,1.7,8.7,8.8,5.6,5.5,9.2,5.8,8.0,8.7,38.6,11.7,16.7,24.1,7.2,4.7,often,rarely,0,1,0
75,P01572,P01579,21,19,2,1,0,6.7,6.5,7.1,6.5,7.0,5.4,6.8,9.3,5.0,6.8,8.3,38.6,11.7,21.8,17.8,7.2,8.0,often,sometimes,0,1,0
75,P01572,P01580,21,26,5,0,0,3.0,10.0,5.4,5.1,4.2,2.1,4.8,10.0,5.5,6.2,9.5,38.6,11.7,23.5,19.7,7.2,7.6,often,sometimes,1,0,0
75,P01572,P01581,21,26,5,1,0,8.3,6.3,9.1,1.9,5.3,3.9,4.9,9.4,5.4,7.7,9.3,38.6,11.7,33.4,18.0,7.2,4.3,often,sometimes,0,0,0
75,P01572,P01582,21,32,11,1,0,5.9,6.5,6.5,4.9,6.0,4.0,7.7,9.6,5.8,8.4,6.0,38.6,11.7,20.6,27.5,7.2,8.8,often,very_often,1,1,1
75,P01572,P01583,21,22,1,0,0,8.9,4.8,6.9,5.1,1.7,5.8,5.4,9.0,6.2,7.3,9.4,38.6,11.7,19.2,26.5,7.2,5.7,often,often,1,1,1
75,P01572,P01584,21,26,5,0,0,8.1,4.6,3.1,7.5,7.6,9.1,7.4,7.6,5.4,8.1,9.3,38.6,11.7,20.2,17.3,7.2,1.0,often,sometimes,0,1,0
75,P01572,P01585,21,29,8,1,1,2.1,3.5,5.1,6.0,4.0,2.9,5.8,10.0,8.2,5.8,7.6,38.6,11.7,21.3,23.9,7.2,5.0,often,very_often,0,0,0
75,P01573,P01577,24,35,11,1,0,5.1,5.1,7.7,4.0,5.9,6.8,8.2,6.5,6.6,2.1,6.4,28.2,8.0,9.3,26.0,7.8,5.5,rarely,often,0,0,0
75,P01573,P01578,24,22,2,1,0,3.4,5.0,2.1,8.7,9.9,3.3,6.6,6.5,8.1,1.0,10.0,28.2,8.0,16.7,24.1,7.8,4.7,rarely,rarely,1,0,0
75,P01573,P01579,24,19,5,0,0,4.9,6.3,9.7,5.6,7.1,4.4,5.5,6.9,6.4,3.8,8.3,28.2,8.0,21.8,17.8,7.8,8.0,rarely,sometimes,0,1,0
75,P01573,P01580,24,26,2,1,0,9.3,7.3,2.5,4.1,3.4,3.5,5.6,7.4,7.4,3.3,8.5,28.2,8.0,23.5,19.7,7.8,7.6,rarely,sometimes,1,0,0
75,P01573,P01581,24,26,2,0,0,4.0,6.0,5.8,3.8,5.8,5.5,6.4,7.7,7.1,5.3,5.5,28.2,8.0,33.4,18.0,7.8,4.3,rarely,sometimes,0,1,0
75,P01573,P01582,24,32,8,0,1,6.2,6.8,5.6,4.3,5.8,3.9,7.7,5.1,6.0,3.5,7.7,28.2,8.0,20.6,27.5,7.8,8.8,rarely,very_often,0,1,0
75,P01573,P01583,24,22,2,1,1,8.0,6.4,7.0,5.9,5.7,7.7,5.1,7.0,5.3,4.6,7.8,28.2,8.0,19.2,26.5,7.8,5.7,rarely,often,0,1,0
75,P01573,P01584,24,26,2,0,0,5.1,2.2,6.2,4.4,5.0,9.1,4.1,6.8,6.4,3.1,7.5,28.2,8.0,20.2,17.3,7.8,1.0,rarely,sometimes,0,1,0
75,P01573,P01585,24,29,5,0,0,4.8,6.4,5.0,5.2,6.7,2.4,6.1,5.5,4.3,4.2,6.7,28.2,8.0,21.3,23.9,7.8,5.0,rarely,very_often,0,0,0
75,P01574,P01577,21,35,14,0,0,9.2,8.2,8.5,3.0,7.1,7.2,6.5,3.1,6.7,6.2,7.0,19.8,30.0,9.3,26.0,6.0,5.5,sometimes,often,0,0,0
75,P01574,P01578,21,22,1,0,0,1.3,4.6,2.5,9.1,9.2,2.7,4.2,5.1,5.6,6.4,5.5,19.8,30.0,16.7,24.1,6.0,4.7,sometimes,rarely,1,0,0
75,P01574,P01579,21,19,2,0,0,4.0,6.1,7.3,7.3,6.9,7.2,5.4,2.6,4.1,4.4,9.5,19.8,30.0,21.8,17.8,6.0,8.0,sometimes,sometimes,0,0,0
75,P01574,P01580,21,26,5,0,0,3.7,9.0,4.9,4.2,3.6,3.4,7.1,5.4,6.9,7.2,6.5,19.8,30.0,23.5,19.7,6.0,7.6,sometimes,sometimes,0,1,0
75,P01574,P01581,21,26,5,0,0,5.0,6.3,8.7,3.9,6.3,5.3,5.2,3.5,6.3,5.6,6.4,19.8,30.0,33.4,18.0,6.0,4.3,sometimes,sometimes,1,0,0
75,P01574,P01582,21,32,11,0,0,6.0,7.6,7.3,6.7,7.9,5.0,4.9,4.2,6.6,5.6,8.7,19.8,30.0,20.6,27.5,6.0,8.8,sometimes,very_often,1,1,1
75,P01574,P01583,21,22,1,0,0,2.4,5.4,7.4,6.2,4.0,8.5,6.8,3.6,4.9,5.6,7.5,19.8,30.0,19.2,26.5,6.0,5.7,sometimes,often,0,1,0
75,P01574,P01584,21,26,5,1,0,5.6,4.3,7.2,3.3,7.5,7.5,4.7,5.8,5.4,5.1,8.0,19.8,30.0,20.2,17.3,6.0,1.0,sometimes,sometimes,1,1,1
75,P01574,P01585,21,29,8,0,1,3.7,6.9,6.4,5.9,5.1,3.3,4.1,2.9,5.8,8.7,8.9,19.8,30.0,21.3,23.9,6.0,5.0,sometimes,very_often,0,0,0
75,P01575,P01577,29,35,6,0,0,4.4,6.0,6.4,5.1,7.2,8.6,4.3,5.2,7.9,8.1,5.8,26.9,19.6,9.3,26.0,4.7,5.5,often,often,1,1,1
75,P01575,P01578,29,22,7,0,0,7.5,4.3,1.8,6.4,8.2,2.9,4.9,3.7,8.0,6.1,7.5,26.9,19.6,16.7,24.1,4.7,4.7,often,rarely,0,0,0
75,P01575,P01579,29,19,10,1,0,5.5,5.1,5.5,6.2,5.7,3.3,3.6,4.0,8.0,7.3,8.5,26.9,19.6,21.8,17.8,4.7,8.0,often,sometimes,0,0,0
75,P01575,P01580,29,26,3,0,0,7.2,8.2,3.1,3.0,4.0,2.1,3.8,3.9,6.5,7.2,4.6,26.9,19.6,23.5,19.7,4.7,7.6,often,sometimes,0,0,0
75,P01575,P01581,29,26,3,1,0,4.8,5.7,7.9,5.0,8.0,5.8,4.0,4.5,7.0,7.3,7.0,26.9,19.6,33.4,18.0,4.7,4.3,often,sometimes,0,0,0
75,P01575,P01582,29,32,3,1,0,2.0,8.2,4.7,7.6,7.3,4.9,4.7,3.8,8.7,7.6,7.2,26.9,19.6,20.6,27.5,4.7,8.8,often,very_often,0,0,0
75,P01575,P01583,29,22,7,0,0,6.7,6.1,9.3,7.7,4.2,6.5,3.7,3.8,8.5,8.1,7.6,26.9,19.6,19.2,26.5,4.7,5.7,often,often,1,0,0
75,P01575,P01584,29,26,3,0,0,9.5,2.9,5.2,4.8,5.9,5.9,2.3,3.7,8.1,6.6,6.7,26.9,19.6,20.2,17.3,4.7,1.0,often,sometimes,0,1,0
75,P01575,P01585,29,29,0,1,0,7.5,3.9,7.0,5.5,5.7,3.2,5.9,6.0,5.4,6.5,5.0,26.9,19.6,21.3,23.9,4.7,5.0,often,very_often,0,1,0
75,P01576,P01577,25,35,10,1,0,6.1,7.2,4.6,4.2,4.3,7.4,6.2,6.0,5.3,3.6,6.1,33.0,14.3,9.3,26.0,7.1,5.5,very_often,often,0,0,0
75,P01576,P01578,25,22,3,1,0,6.4,5.7,5.9,8.8,9.4,5.8,5.7,6.9,8.3,4.6,5.1,33.0,14.3,16.7,24.1,7.1,4.7,very_often,rarely,1,1,1
75,P01576,P01579,25,19,6,0,0,8.3,7.9,5.2,6.0,8.6,3.7,8.3,7.8,6.6,4.3,7.1,33.0,14.3,21.8,17.8,7.1,8.0,very_often,sometimes,1,1,1
75,P01576,P01580,25,26,1,1,0,6.3,8.0,6.2,3.7,4.4,3.7,9.1,8.1,6.9,3.7,5.7,33.0,14.3,23.5,19.7,7.1,7.6,very_often,sometimes,1,1,1
